GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCT6A	AMPL	233.151	8.339	0.058	0.082	NA	NA
CDKN2A	DEL	233.151	130.839	0.448	0.470	NA	NA
EGFR	AMPL	233.151	154.338	0.393	0.393	NA	NA
RYR1	MUT	233.151	2.795	0.012	0.015	NA	NA
VAMP3	DEL	233.151	4.106	0.012	0.012	NA	NA
PTEN	MUT	233.151	98.049	0.290	0.314	NA	NA
CDKN2B	DEL	233.151	112.472	0.381	0.448	NA	NA
PCDH19	MUT	6.944	0.147	0.018	0.018	NA	NA
PCDHAC2	MUT	6.944	1.786	0.101	0.101	NA	NA
PCDHGC5	MUT	6.944	1.089	0.107	0.110	NA	NA
KLHL9	DEL	3.378	22.622	0.104	0.229	NA	NA
