GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1S	MUT	564.618	5.431	0.021	0.027	NA	NA
COL14A1	MUT	564.618	4.754	0.015	0.015	NA	NA
EGFR	AMPL	564.618	154.156	0.393	0.393	NA	NA
ITGB4	MUT	564.618	3.999	0.012	0.012	NA	NA
PIK3R1	MUT	564.618	39.299	0.091	0.091	NA	NA
PTPRB	MUT	564.618	10.368	0.021	0.021	NA	NA
SMAD4	MUT	564.618	4.153	0.006	0.006	NA	NA
TTN	MUT	564.618	28.496	0.052	0.207	NA	NA
DMD	MUT	564.618	13.022	0.027	0.040	NA	NA
CCT6A	AMPL	20.917	8.331	0.058	0.082	NA	NA
FAT2	MUT	7.256	0.235	0.027	0.027	NA	NA
PCDH19	MUT	7.256	0.147	0.018	0.018	NA	NA
POLA1	MUT	2.817	0.009	0.003	0.003	NA	NA
