GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL4A5	MUT	173.233	4.180	0.012	0.012	NA	NA
EGFR	MUT	173.233	154.156	0.393	0.393	NA	NA
LAMB4	MUT	173.233	7.530	0.018	0.018	NA	NA
TP53	MUT	173.233	117.540	0.284	0.284	NA	NA
PLCG2	MUT	173.233	1.804	0.009	0.009	NA	NA
MET	MUT	173.233	12.552	0.030	0.030	NA	NA
PTEN	MUT	173.233	98.043	0.290	0.314	NA	NA
DRD5	MUT	15.258	9.321	0.027	0.027	NA	NA
LRRC7	MUT	10.078	1.897	0.015	0.015	NA	NA
PCDHB5	MUT	2.935	0.009	0.003	0.006	NA	NA
