GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL4A5	MUT	250.641	5.765	0.012	0.012	NA	NA
EGFR	MUT	250.641	212.540	0.393	0.393	NA	NA
LAMB4	MUT	250.641	11.174	0.018	0.018	NA	NA
PTEN	MUT	250.641	146.881	0.299	0.314	NA	NA
TP53	MUT	250.641	159.942	0.284	0.284	NA	NA
FBN1	MUT	250.641	4.091	0.012	0.012	NA	NA
PLCG2	MUT	250.641	2.451	0.009	0.009	NA	NA
HOXA9	MUT	250.641	14.363	0.015	0.015	NA	NA
MET	MUT	250.641	18.320	0.030	0.030	NA	NA
DRD5	MUT	250.641	13.518	0.027	0.027	NA	NA
LRRC7	MUT	13.608	6.551	0.015	0.015	NA	NA
ZNF569	MUT	8.264	0.228	0.009	0.009	NA	NA
ZNF681	MUT	8.264	0.076	0.009	0.009	NA	NA
NPTX2	MUT	6.547	0.162	0.021	0.024	NA	NA
ACVRL1	MUT	4.364	0.057	0.006	0.006	NA	NA
MUSK	MUT	3.124	0.010	0.003	0.003	NA	NA
PCDHB5	MUT	2.935	0.009	0.003	0.006	NA	NA
ARHGAP4	MUT	2.732	0.008	0.003	0.003	NA	NA
KPNB1	MUT	2.569	0.008	0.003	0.003	NA	NA
