GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCT6A	AMPL	237.071	8.339	0.058	0.082	NA	NA
CDKN2A	DEL	237.071	130.839	0.448	0.470	NA	NA
COL6A3	MUT	237.071	12.686	0.034	0.034	NA	NA
EGFR	AMPL_MUT	237.071	154.338	0.393	0.393	NA	NA
TP53	MUT	237.071	117.509	0.284	0.284	NA	NA
PLCG1	MUT	237.071	2.985	0.012	0.012	NA	NA
FLNA	MUT	237.071	5.274	0.018	0.018	NA	NA
COL1A2	MUT	237.071	17.734	0.043	0.043	NA	NA
MCM4	MUT	237.071	0.856	0.006	0.006	NA	NA
PRKY	DEL	5.195	41.348	0.162	0.195	NA	NA
ELAVL2	DEL	4.507	0.343	0.088	0.143	NA	NA
PCDH11Y	DEL_MUT	3.919	2.107	0.186	0.198	NA	NA
PCDHAC2	MUT	3.919	1.786	0.101	0.101	NA	NA
PTEN	MUT	3.217	98.049	0.290	0.314	NA	NA
