GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
FAS	DEL	245.657	2.446	0.012	0.024	N	NA
GABRG2	MUT	245.657	0.816	0.006	0.009	N	NA
CDKN2A	DEL	20.528	84.193	0.418	0.470	Y	NA
CHEK2	MUT	20.528	1.467	0.006	0.024	Y	NA
CD3G	MUT	12.022	2.805	0.018	0.030	N	NA
RPA2	MUT	6.538	0.248	0.006	0.006	N	NA
KCNB1	MUT	6.516	0.039	0.006	0.006	N	NA
ELAVL2	DEL	5.415	0.343	0.088	0.143	N	NA
CDH13	MUT	4.571	0.014	0.003	0.006	N	NA
ADCY2	MUT	4.108	0.022	0.006	0.009	N	NA
NF1	MUT	2.676	0.025	0.009	0.095	Y	NA
