GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDC23	MUT	235.559	0.718	0.003	0.003	N	NA
IFI16	MUT	235.559	0.747	0.006	0.006	N	NA
PLAT	MUT	235.559	0.718	0.003	0.006	N	NA
HLA-DRB1	AMPL	235.559	34.331	0.165	0.189	N	NA
ITGA1	MUT	235.559	0.718	0.003	0.006	N	NA
LAMB4	MUT	235.559	5.908	0.018	0.018	N	NA
SRC	MUT	235.559	1.377	0.006	0.006	N	NA
PDGFRA	MUT	235.559	8.553	0.037	0.055	Y	NA
GABRB3	MUT	26.862	0.082	0.003	0.021	N	NA
SEC61G	AMPL	9.512	5.870	0.101	0.317	N	NA
PCDHAC2	MUT	6.884	0.319	0.055	0.101	N	NA
CEP70	MUT	2.574	0.018	0.006	0.009	N	NA
