TCGA-02-0001.0	CDKN2A;NF1;PTEN;TP53;CDKN2B;	ANXA1_UP;ANXA2_UP;BCL2A1_UP;BIRC3_UP;C1QA_UP;C1QB_UP;C1S_UP;C2_UP;C5AR1_UP;CASP1_UP;CASP4_UP;CAV1_UP;CCL18_UP;CCL5_UP;CCNB1_UP;CCR5_UP;CD2_UP;CD3D_UP;CD44_UP;CD48_UP;CD52_UP;CDH3_UP;CLDN7_UP;COL1A1_UP;COL1A2_UP;COL3A1_UP;COL5A1_UP;COL5A2_UP;COL6A2_UP;COL6A3_UP;CSF2RB_UP;CSTA_UP;CTSD_UP;CTSS_UP;CXCL10_UP;CXCL9_UP;CXCR4_UP;DSP_UP;ECT2_UP;EFNA1_UP;EZH2_UP;FCGR2B_UP;GCH1_UP;GNA15_UP;GZMA_UP;GZMB_UP;HCK_UP;HDAC1_UP;HLA-DMA_UP;HLA-DPB1_UP;HLA-DQB1_UP;HLA-DRA_UP;IFI16_UP;IGFBP3_UP;IGHM_UP;IGKC_UP;IGKV1-5_UP;IGLV2-14_UP;IGLV3-25_UP;IL10RA_UP;IL2RG_UP;IL7R_UP;ISG20_UP;ITGB2_UP;JUP_UP;KLF6_UP;LAMB1_UP;LAMB3_UP;MLPH_UP;MMP1_UP;MMP12_UP;MMP2_UP;MMP9_UP;MVP_UP;MYC_UP;NNMT_UP;PCNA_UP;PERP_UP;PLAUR_UP;PPP1R13L_UP;PRF1_UP;PSMB9_UP;PTPN6_UP;PTPRC_UP;RAB25_UP;RAB27A_UP;RACGAP1_UP;RALA_UP;RRAS_UP;RRM2_UP;S100A10_UP;S100A11_UP;S100A4_UP;S100A6_UP;S100A8_UP;S100A9_UP;S100P_UP;SERPINA1_UP;SERPINB5_UP;SERPINE1_UP;SERPING1_UP;SFN_UP;SNAI2_UP;TACSTD1_UP;TAP1_UP;TGIF1_UP;TIMP1_UP;TNFRSF1A_UP;TOP2A_UP;TYMS_UP;VAMP8_UP;AGT_DOWN;AMPH_DOWN;ANK2_DOWN;ANK3_DOWN;APBA2_DOWN;APC_DOWN;BIN1_DOWN;CABP1_DOWN;CALM1_DOWN;CAMK2B_DOWN;CAMK2G_DOWN;CDK5_DOWN;CDK5R1_DOWN;CHL1_DOWN;CNKSR2_DOWN;CNTN1_DOWN;CNTNAP1_DOWN;CTNNA2_DOWN;CTNND2_DOWN;DLG2_DOWN;DNAJC6_DOWN;DNM1_DOWN;EEF1A2_DOWN;EFNB2_DOWN;EPHA4_DOWN;EPHB6_DOWN;FKBP1B_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;GDI1_DOWN;GNAI1_DOWN;GNAO1_DOWN;GNAZ_DOWN;GNG3_DOWN;GPM6B_DOWN;GRIA2_DOWN;GRIA3_DOWN;HABP4_DOWN;HLF_DOWN;ID2_DOWN;ITPKA_DOWN;ITPKB_DOWN;ITPR1_DOWN;LHX2_DOWN;LHX6_DOWN;LMO3_DOWN;MAGI2_DOWN;MAP1B_DOWN;MAP2_DOWN;MAP2K4_DOWN;MAPK10_DOWN;MAPT_DOWN;MEF2C_DOWN;MEIS2_DOWN;MRAS_DOWN;MYBPC1_DOWN;NCOA1_DOWN;NEFH_DOWN;NEFL_DOWN;NEFM_DOWN;NFASC_DOWN;NLGN1_DOWN;NRCAM_DOWN;NRXN1_DOWN;NRXN2_DOWN;NRXN3_DOWN;NSF_DOWN;PAX6_DOWN;PDZD2_DOWN;PEG3_DOWN;PI4KA_DOWN;PIK3R1_DOWN;PPP1R1A_DOWN;PPP3CA_DOWN;PPP3R1_DOWN;PRKACB_DOWN;PRKAR2B_DOWN;PRSS3_DOWN;PTPRZ1_DOWN;RAB11FIP2_DOWN;RAB15_DOWN;RAB3A_DOWN;RAB6B_DOWN;RAP2A_DOWN;RAPGEF2_DOWN;RAPGEF4_DOWN;RAPGEF5_DOWN;RGL1_DOWN;RIMS2_DOWN;RIT2_DOWN;RPH3A_DOWN;RUNDC3A_DOWN;RYR2_DOWN;RYR3_DOWN;S100A1_DOWN;S100B_DOWN;SH3GL2_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SNAP25_DOWN;SPRY2_DOWN;STX1A_DOWN;STXBP1_DOWN;SYN1_DOWN;SYN2_DOWN;SYNJ1_DOWN;SYT1_DOWN;TF_DOWN;TIAM1_DOWN;TMOD1_DOWN;YWHAH_DOWN;		5_226_0
TCGA-02-0001.5	ZNF431;	ZNF415_DOWN;ZNF91_DOWN;		1_2_0
TCGA-02-0003.0	AKAP6;ANAPC4;CDK4;EGFR;HLA-DRB1;PIK3R1;TP53;DCTN2;GLI1;DDIT3;PIP4K2C;PLCL1;ARHGAP9;KIF5A;MAPK8IP3;	ACTA2_UP;ANP32A_UP;ANXA1_UP;ANXA2_UP;AQP1_UP;ARHGDIB_UP;ASPM_UP;ATF1_UP;BCL2A1_UP;BIRC3_UP;BLNK_UP;BTN3A3_UP;BUB1B_UP;C1QA_UP;C1QB_UP;C1S_UP;C2_UP;CASP1_UP;CASP4_UP;CASP7_UP;CAV1_UP;CCL11_UP;CCL18_UP;CCL19_UP;CCL5_UP;CCNA2_UP;CCNB1_UP;CCNB2_UP;CCR5_UP;CCR7_UP;CD2_UP;CD37_UP;CD38_UP;CD3D_UP;CD44_UP;CD48_UP;CD52_UP;CD53_UP;CD69_UP;CD74_UP;CDC2_UP;CDC20_UP;CDK4_UP;CKS2_UP;COL1A1_UP;COL1A2_UP;COL3A1_UP;COL4A1_UP;COL4A2_UP;COL5A1_UP;COL5A2_UP;COL6A2_UP;COL6A3_UP;CR2_UP;CSF2RB_UP;CSTA_UP;CTSS_UP;CXCL10_UP;CXCL9_UP;CXCR4_UP;CYBA_UP;CYBB_UP;DCN_UP;DOCK2_UP;DSP_UP;EPS8_UP;EVI2B_UP;EZH2_UP;F11R_UP;F2R_UP;FBN1_UP;FCER1G_UP;FCGR2B_UP;FSTL1_UP;FZD6_UP;GEM_UP;GMFG_UP;GZMA_UP;GZMB_UP;GZMK_UP;HCK_UP;HCLS1_UP;HDAC1_UP;HLA-B_UP;HLA-DMA_UP;HLA-DMB_UP;HLA-DPA1_UP;HLA-DPB1_UP;HLA-DQA1_UP;HLA-DQB1_UP;HLA-DRA_UP;HLA-DRB1_UP;HLA-F_UP;HMGB2_UP;HOXA5_UP;ICAM3_UP;ID1_UP;IFI16_UP;IGFBP2_UP;IGFBP3_UP;IGHM_UP;IGKC_UP;IGKV1-5_UP;IGLV2-14_UP;IGLV3-25_UP;IL10RA_UP;IL10RB_UP;IL2RG_UP;IL7R_UP;IRF1_UP;ISG20_UP;ITGA2_UP;ITGB2_UP;JUP_UP;KRT15_UP;KRT17_UP;KRT18_UP;KRT19_UP;KRT5_UP;KRT6A_UP;KRT6B_UP;KRT8_UP;LAMB1_UP;LAMB3_UP;LAMC1_UP;LAPTM5_UP;LCK_UP;LCP1_UP;LCP2_UP;LGALS3BP_UP;LGMN_UP;LILRB1_UP;LMNB1_UP;LPXN_UP;LUM_UP;MAD2L1_UP;MAPK13_UP;MCM2_UP;MCM5_UP;MELK_UP;MFAP2_UP;MGP_UP;MLPH_UP;MMP1_UP;MMP12_UP;MMP2_UP;MMP7_UP;MMP9_UP;MNDA_UP;MSN_UP;MUC1_UP;MVP_UP;MXRA5_UP;MYC_UP;NCF2_UP;NID1_UP;NNMT_UP;PARP4_UP;PBK_UP;PCNA_UP;PCOLCE_UP;PDGFC_UP;PERP_UP;PLAU_UP;PLCG2_UP;PPIB_UP;PPIC_UP;PROS1_UP;PSMB8_UP;PSMB9_UP;PTBP1_UP;PTPRC_UP;PTPRCAP_UP;PYCARD_UP;RAB25_UP;RAB27A_UP;RAC2_UP;RGS1_UP;RGS13_UP;RHOH_UP;RNASE6_UP;RRM1_UP;RRM2_UP;S100A11_UP;S100A4_UP;S100A7_UP;S100A8_UP;S100A9_UP;SDC1_UP;SELL_UP;SERPINA1_UP;SERPINB5_UP;SERPING1_UP;SFN_UP;SMS_UP;SNAI2_UP;SPINT1_UP;SRGN_UP;STAT1_UP;TACSTD1_UP;TAP1_UP;TFPI_UP;TIMP1_UP;TNC_UP;TOP2A_UP;TRIM22_UP;TUBB6_UP;TYMS_UP;UBE2C_UP;UCP2_UP;VAMP8_UP;VCAM1_UP;VCAN_UP;WNT5A_UP;ZWINT_UP;AGT_DOWN;AMPH_DOWN;ANK2_DOWN;APBA2_DOWN;APC_DOWN;BDNF_DOWN;CABP1_DOWN;CALM1_DOWN;CAMK2B_DOWN;CAMK2G_DOWN;CDH2_DOWN;CDK5_DOWN;CDK5R1_DOWN;CDK5R2_DOWN;CHL1_DOWN;CIT_DOWN;CTNNA2_DOWN;DNAJC6_DOWN;DNM1_DOWN;EEF1A2_DOWN;EGR3_DOWN;ELMO1_DOWN;EPB41L1_DOWN;ERBB4_DOWN;FGF12_DOWN;FGF13_DOWN;FGF14_DOWN;FGF9_DOWN;FKBP1B_DOWN;FZD3_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;GDI1_DOWN;GNAO1_DOWN;GNAZ_DOWN;GNG3_DOWN;GPM6B_DOWN;GRIA2_DOWN;GRIA3_DOWN;HABP4_DOWN;HLF_DOWN;KIF5A_DOWN;KIF5C_DOWN;KLC1_DOWN;LHX2_DOWN;LMO3_DOWN;MAP1B_DOWN;MAP2_DOWN;MAPK10_DOWN;MAPT_DOWN;MBP_DOWN;MEF2C_DOWN;MOG_DOWN;MRAS_DOWN;NCAM1_DOWN;NCAN_DOWN;NEFH_DOWN;NEFL_DOWN;NEFM_DOWN;NRCAM_DOWN;NSF_DOWN;PEG3_DOWN;PI4KA_DOWN;PIK3R1_DOWN;PIN1_DOWN;PLP1_DOWN;PPP1R1A_DOWN;PPP3CA_DOWN;PPP3R1_DOWN;PRKACB_DOWN;PRKAR2B_DOWN;PRSS3_DOWN;RAB15_DOWN;RAB3A_DOWN;RAP1GAP_DOWN;RAPGEF5_DOWN;RGS4_DOWN;RHOB_DOWN;RICS_DOWN;RIMS2_DOWN;RPH3A_DOWN;RPRM_DOWN;RYR2_DOWN;RYR3_DOWN;S100A1_DOWN;S100B_DOWN;SCG2_DOWN;SERPINE2_DOWN;SH3GL2_DOWN;SHC3_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SNAP25_DOWN;STX1A_DOWN;STXBP1_DOWN;SYN1_DOWN;SYN2_DOWN;SYT1_DOWN;TF_DOWN;TUBB2A_DOWN;TUBB2B_DOWN;TUBB3_DOWN;TUBB4_DOWN;VAMP2_DOWN;YWHAH_DOWN;	CD79A_UP;HLA-DOB_UP;IL2RB_UP;IRF8_UP;POU2AF1_UP;RGS17_DOWN;	15_324_6
TCGA-02-0003.14	SEC61G;	TRAM1_UP;TRAM2_UP;SEC61A2_DOWN;		1_3_0
TCGA-02-0003.15	SHPRH;	FBXW7_DOWN;		1_1_0
TCGA-02-0003.17	TPM3;	MYBPC1_DOWN;TMOD1_DOWN;		1_2_0
TCGA-02-0003.18	ZNF583;	ZNF415_DOWN;		1_1_0
TCGA-02-0007.0	ACTB;ETV1;CD3G;IGFBP3;ACTG1;AHR;RB1;AMPH;CAMK2B;EGFR;GCK;GLI3;HNRNPA2B1;ITGB8;PIK3C2B;POLD2;PPIA;PSMA2;PTEN;RAC1;SEC61G;SEPT7;THBS1;CCT6A;HOXA9;IL6;INHBA;MYL7;MAD1L1;STK17A;ADCY1;ADORA1;IKZF1;TWIST1;LSM5;NUPL2;SNRPE;ADCYAP1R1;GRB10;PRKAR1B;FFAR3;DBNL;RALA;FMOD;PHKG1;	ACTL6A_UP;ADAM9_UP;AHR_UP;ANP32A_UP;ANXA1_UP;ANXA2_UP;AREG_UP;ATF1_UP;AURKA_UP;AURKB_UP;BACE2_UP;BAMBI_UP;BIRC5_UP;BUB1B_UP;CAV1_UP;CAV2_UP;CBX3_UP;CCDC99_UP;CCNA2_UP;CCNB1_UP;CCNB2_UP;CCND1_UP;CD44_UP;CDC2_UP;CDC20_UP;CDC25B_UP;CDC45L_UP;CDC6_UP;CDH3_UP;CDK4_UP;CENPA_UP;CENPE_UP;CENPF_UP;CENPM_UP;CENPN_UP;CHEK1_UP;CHEK2_UP;CIB1_UP;CKS1B_UP;CKS2_UP;CP_UP;CTSC_UP;CTSL1_UP;CTSL2_UP;DBF4_UP;DSP_UP;ECT2_UP;EFNA1_UP;EFNA4_UP;EREG_UP;ESPL1_UP;FER1L3_UP;FGA_UP;FGB_UP;FGG_UP;GCH1_UP;GEMIN6_UP;GINS1_UP;GINS2_UP;GINS4_UP;GMNN_UP;GNAI3_UP;GPSM2_UP;HDAC1_UP;HMGB2_UP;HPSE_UP;IGFBP2_UP;INHBB_UP;ITGB3BP_UP;ITGB5_UP;KDELR2_UP;KIF11_UP;KIF14_UP;KIF15_UP;KIF18A_UP;KIF20A_UP;KIF23_UP;KIF2C_UP;KNTC1_UP;KPNA2_UP;KRT18_UP;KRT19_UP;KRT7_UP;KRT8_UP;LAMB3_UP;LBR_UP;LMNB1_UP;LSM5_UP;LSM8_UP;MAD2L1_UP;MCM10_UP;MCM2_UP;MCM5_UP;MCM6_UP;MCM7_UP;MELK_UP;MKI67_UP;MLF1IP_UP;MLPH_UP;MPHOSPH1_UP;MUC1_UP;MYBL2_UP;MYC_UP;NDC80_UP;NEK2_UP;NUDT21_UP;NUP107_UP;NUP205_UP;NUP37_UP;NUP88_UP;NUP93_UP;ORC6L_UP;PBK_UP;PCNA_UP;PHKA1_UP;PIR_UP;PLA2G4A_UP;PLK1_UP;POLE2_UP;PPIB_UP;PRC1_UP;PRIM1_UP;PTBP1_UP;PTTG1_UP;PYGL_UP;RAB13_UP;RAB25_UP;RAB27A_UP;RACGAP1_UP;RBBP8_UP;RFC4_UP;RFC5_UP;RHOD_UP;RPA3_UP;RPN1_UP;RRM2_UP;RUVBL1_UP;S100A10_UP;S100A11_UP;S100A2_UP;S100A4_UP;S100A6_UP;S100A9_UP;S100P_UP;SDC1_UP;SFN_UP;SHC1_UP;SMARCD2_UP;SPC25_UP;SSR1_UP;STT3A_UP;TFRC_UP;TIMELESS_UP;TOP2A_UP;TPX2_UP;TTK_UP;TYMS_UP;UBE2C_UP;VAMP8_UP;ZWILCH_UP;ZWINT_UP;A2M_DOWN;ACTA2_DOWN;ACTL6B_DOWN;AGT_DOWN;ALOX5AP_DOWN;AMPH_DOWN;ANK2_DOWN;ANXA6_DOWN;AP1S2_DOWN;APBA2_DOWN;APC_DOWN;APLP1_DOWN;APOC2_DOWN;APOE_DOWN;ARHGDIG_DOWN;ARHGEF6_DOWN;ATP1A3_DOWN;ATXN1_DOWN;BACE1_DOWN;BDNF_DOWN;CALB1_DOWN;CAMK2B_DOWN;CAMK2G_DOWN;CAP2_DOWN;CCND2_DOWN;CD53_DOWN;CD74_DOWN;CDK5R1_DOWN;CEP170_DOWN;CHGA_DOWN;CHL1_DOWN;CHN1_DOWN;CLASP2_DOWN;CLU_DOWN;CNKSR2_DOWN;CNTN1_DOWN;CNTNAP1_DOWN;CORO1A_DOWN;CST3_DOWN;CTNNA2_DOWN;CTNND2_DOWN;CYFIP2_DOWN;DCN_DOWN;DEAF1_DOWN;DLG2_DOWN;DNAJC6_DOWN;DNM1_DOWN;DOK5_DOWN;EFNB2_DOWN;EGR1_DOWN;ELMO1_DOWN;EPHA4_DOWN;EPS15_DOWN;F8_DOWN;FEZ1_DOWN;FGF13_DOWN;FGF14_DOWN;FGF9_DOWN;FYN_DOWN;GABBR1_DOWN;GABBR2_DOWN;GABRA1_DOWN;GABRA2_DOWN;GABRB1_DOWN;GABRG2_DOWN;GDI1_DOWN;GNAO1_DOWN;GNAZ_DOWN;GNG3_DOWN;GPM6B_DOWN;GPR37_DOWN;GRIA2_DOWN;GRIA3_DOWN;GRM3_DOWN;HLA-DPA1_DOWN;HLA-DPB1_DOWN;HLA-DRA_DOWN;HLA-DRB1_DOWN;HLF_DOWN;HSPA2_DOWN;ITPKA_DOWN;ITPKB_DOWN;KCNJ16_DOWN;KCNJ6_DOWN;KIF3A_DOWN;KIF3C_DOWN;KIF5A_DOWN;KIF5C_DOWN;KLC1_DOWN;LAPTM5_DOWN;LDOC1_DOWN;LHX2_DOWN;LHX6_DOWN;LMO2_DOWN;LMO3_DOWN;LMO4_DOWN;MACF1_DOWN;MAGI2_DOWN;MAP1B_DOWN;MAP2_DOWN;MAPK10_DOWN;MAPT_DOWN;MARCKS_DOWN;MCF2L_DOWN;MEF2C_DOWN;MLC1_DOWN;MPP1_DOWN;MRAS_DOWN;MYBPC1_DOWN;MYH10_DOWN;NAPA_DOWN;NCAN_DOWN;NCOA1_DOWN;NEFH_DOWN;NEFL_DOWN;NEFM_DOWN;NFASC_DOWN;NLGN1_DOWN;NR2F1_DOWN;NRCAM_DOWN;NRXN1_DOWN;NRXN2_DOWN;NRXN3_DOWN;NSF_DOWN;NTRK2_DOWN;PAK3_DOWN;PAK7_DOWN;PAX6_DOWN;PCAF_DOWN;PCSK1_DOWN;PCSK1N_DOWN;PCSK2_DOWN;PDGFRA_DOWN;PDZD2_DOWN;PI4KA_DOWN;PIK3R1_DOWN;PIP5K1C_DOWN;PPFIA2_DOWN;PPP1R1A_DOWN;PPP3CA_DOWN;PRKACB_DOWN;PRKAR2B_DOWN;PRNP_DOWN;PTN_DOWN;PTPRD_DOWN;PTPRE_DOWN;PTPRZ1_DOWN;RAB3A_DOWN;RAB6B_DOWN;RAPGEF2_DOWN;RAPGEF5_DOWN;RICH2_DOWN;RIMS2_DOWN;ROBO1_DOWN;RPH3A_DOWN;S100A1_DOWN;S100B_DOWN;SALL2_DOWN;SCG3_DOWN;SCN1B_DOWN;SDC3_DOWN;SH3BGRL_DOWN;SH3GL2_DOWN;SHC3_DOWN;SLC17A7_DOWN;SLC6A1_DOWN;SMARCD3_DOWN;SNAP25_DOWN;SNCA_DOWN;SNCB_DOWN;SPARC_DOWN;SPRY2_DOWN;STX1A_DOWN;STXBP1_DOWN;STXBP6_DOWN;SYN1_DOWN;SYN2_DOWN;SYNJ1_DOWN;SYT1_DOWN;TF_DOWN;THBS2_DOWN;TIAM1_DOWN;TLN2_DOWN;TMOD1_DOWN;TUBA1A_DOWN;TUBB2A_DOWN;TUBB2B_DOWN;TUBB4_DOWN;TUBG2_DOWN;VAMP2_DOWN;WASF1_DOWN;YWHAH_DOWN;ZBTB16_DOWN;ZIC1_DOWN;	ARPC1B_UP;NUP155_UP;PSMA5_UP;PTP4A1_UP;SNRPB_UP;TTF2_UP;ABR_DOWN;ARHGEF3_DOWN;ARHGEF9_DOWN;SDC2_DOWN;SRGAP3_DOWN;VWF_DOWN;	45_355_12
TCGA-02-0007.7	AQP1;	AQP4_DOWN;		1_1_0
TCGA-02-0007.11	CYCS;	SLC25A4_DOWN;		1_1_0
TCGA-02-0007.21	HOXA10;	EMX2_DOWN;		1_1_0
