GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	294.642	131.575	0.448	0.470	NA	NA
TP53	MUT	294.642	118.245	0.284	0.284	NA	NA
PTEN	MUT	294.642	98.845	0.290	0.314	NA	NA
CDKN2B	DEL	294.642	113.020	0.381	0.448	NA	NA
CREBBP	MUT	294.642	5.071	0.015	0.015	NA	NA
TEK	DEL	294.642	14.106	0.034	0.064	NA	NA
TBL1Y	DEL	294.642	29.167	0.067	0.195	NA	NA
GNAT3	MUT	16.566	6.534	0.024	0.027	NA	NA
PCDH11Y	DEL	5.974	2.133	0.186	0.198	NA	NA
PRKY	DEL	3.985	41.472	0.162	0.195	NA	NA
