GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	587.490	45.930	0.113	0.116	NA	NA
DDIT3	AMPL	587.490	7.074	0.018	0.073	NA	NA
EGFR	AMPL_MUT	587.490	154.344	0.393	0.393	NA	NA
PIK3CA	MUT	587.490	42.395	0.091	0.091	NA	NA
TP53	MUT	587.490	117.197	0.284	0.284	NA	NA
IKZF1	AMPL	587.490	14.720	0.030	0.030	NA	NA
ITGAM	MUT	587.490	5.020	0.015	0.015	NA	NA
TGFBR1	MUT	587.490	1.799	0.006	0.006	NA	NA
DCTN2	AMPL	587.490	24.865	0.061	0.064	NA	NA
GLI1	AMPL	587.490	22.139	0.040	0.064	NA	NA
KIT	AMPL	587.490	22.912	0.073	0.076	NA	NA
GRB10	AMPL	587.490	10.642	0.021	0.027	NA	NA
CCT6A	AMPL	9.585	8.330	0.058	0.082	NA	NA
SEC61G	AMPL	9.181	43.251	0.162	0.317	NA	NA
